,cycle_id,0,1,2,3,4,5,6,7,8,9
0,0,0.1764052345967664,0.16243453636632418,-0.04167578474054706,0.17886284734303187,0.005056170714293956,0.044122748688504146,-0.031178367348751665,0.16905257038003563,0.009120471661981978,0.00011085547122109733
1,0,0.22926696519713252,0.12807560299540266,0.18362456163777724,0.23290222941160912,0.2392463776841931,0.15616422917100142,0.2621516367216606,0.1426575073063269,0.2983795176876212,0.1602968374353903
2,0,0.46953625407090144,0.31884528043398197,0.1580428460934821,0.3813122024675284,0.272071562549641,0.6147395743611055,0.3934445344679277,0.374944472028186,0.17696542475807286,0.2600558253538861
3,0,0.7647301373757434,0.4333439552399805,0.7046678982960964,0.35429154711914845,0.6100006682847288,0.5154316044952899,0.45073163780088366,0.5813924457552484,0.40200586423190365,0.5393525417810181
4,0,0.8768348104971087,0.7766197744145797,0.5107354529626256,0.662340191230672,0.6482488594794209,0.7010399956399302,0.4414009463193254,0.611186708619538,0.4604298540618955,0.6522428650613201
5,0,0.7168481640626946,0.5844220823623074,0.7304012154847153,0.7791000541234371,0.6561182285391233,0.9728240637564921,0.9059011041739246,0.8147825093409305,1.05555938238449,0.7664624157626453
6,0,1.0046408371070772,1.0841131717761663,0.9599201370703226,0.9013578472062723,0.8448613186423333,0.8187087548688942,1.0223383679517015,0.9095429567687252,1.0824156122125101,0.7578988774749511
7,0,0.9566758474937719,0.8956908782340314,0.8472827596628185,0.909111500641157,1.0316690857202793,0.9126479025305128,0.8204022454605201,0.7963391376889996,1.1922671967791552,0.922724370201367
8,0,0.9885454540036521,1.0307712487887177,0.893072117296774,0.9944855222854151,1.0320923424440045,1.0176276617667115,1.1627964474767771,1.1006331397493572,1.078350103117848,0.9747992813327406
9,0,1.03088129207477,0.9648844043331918,0.8989206803882479,0.9420996388449825,0.8750737785863848,0.9568344461029968,0.946832081580298,1.0498712934728878,1.087463551521027,0.9250266958587724
10,0,0.9594051758307562,1.091211612419166,1.0001462231693108,0.8136143433784002,1.0068677876173566,0.8257243574724878,1.2081288744410503,0.8824579213179925,0.826658103981367,1.0085899267393517
11,0,1.0114527544807361,0.6600113328346732,1.0952462050659344,0.954487641834397,0.857226710950411,0.8455377527256799,0.9262076287800248,0.8488705776648665,1.0576617648379865,1.0400371343129562
12,0,0.8318533468689576,0.7235078539529075,0.7599035136540986,0.8438813785750112,0.7982568140029604,0.719866679654134,0.7221614128600338,0.8062795117739334,0.6434168942991444,0.7854177961253986
13,0,0.6303264878698883,0.5797535507537639,0.5063664417092538,0.7891162925859003,0.651384300757839,0.678506146481555,0.7419327705431702,0.5920233447014408,0.551755439262195,0.6889093524057943
14,0,0.5026128450019531,0.5716034659609542,0.5121323537854894,0.46322988594509656,0.3425448956354962,0.29174766878024105,0.46933933840416014,0.43395161386015585,0.42039066469055464,0.6405080980392341
15,0,0.3150999895788564,0.17174343011002657,0.22211658686078298,0.2412648153813406,0.31683227214968285,0.21171465307243453,0.29464768163178123,0.1364084155923506,0.20257102969179602,0.3248094597913189
16,0,0.2444639506199435,0.0778132225491393,0.09314299365206773,0.04052004854222983,0.03436731499444268,0.21019514425289992,0.10266880452571661,0.15051407449337167,0.18101085422222019,0.2493290058529916
17,0,-0.11557186968076272,-0.18284188509631982,0.02244407864584648,-0.24970377486247947,0.05964188959739011,0.09067705741894858,-0.11056885916004383,-0.08266795277547878,-0.11813494285274113,-0.1851281604458515
18,0,-0.25042578667633925,-0.2775111821698701,-0.3565196517708156,-0.18349581341561338,-0.2093983959666436,-0.43285051261026597,-0.21831002252463694,-0.254286564465433,-0.2882986596519086,-0.2954450578792299
19,0,-0.5436360956575832,-0.3999450003558285,-0.45732399663007817,-0.5683332847385583,-0.4536129650043942,-0.39374177063813287,-0.37716102138480373,-0.6108789749143947,-0.4790901452006263,-0.3284686205194057
20,0,-0.8734579678040131,-0.7282209039418974,-0.7059697755446395,-0.7366636389226225,-0.7164581515624585,-0.7162197747424675,-0.5826781253233719,-0.4530890171019577,-0.4834721292092003,-0.5506318694773867
21,0,-0.6903877148102221,-0.6412772033702967,-0.7713929913927206,-0.7763145642965122,-0.7503063004677424,-0.8414348898258671,-0.5744905429732555,-0.7403160208086224,-0.8164448540899705,-0.7525537626575883
22,0,-0.7795817838984882,-0.7758663317251593,-0.8403683585843092,-0.7174105682769798,-0.8500361102771761,-0.9532133221100042,-1.0016729842123098,-0.9047393981130776,-0.883450225148902,-0.7742108141546906
23,0,-1.0192173207553126,-0.8947513848244815,-1.0438787235916305,-0.9213291919919772,-1.0658956346275603,-0.9872516116309078,-0.9913640153038017,-0.7420935966385571,-0.9025956766114961,-0.9069498720706443
24,0,-0.7628459794821719,-0.8997358469544915,-1.0237036384838523,-1.0921999558735795,-0.7674854201898158,-0.8901774591895965,-0.9073560574165264,-0.9943600448669973,-1.1544204523633088,-0.9381846931571419
25,0,-1.1443039066428844,-1.0672401251004413,-1.022485742268268,-1.070166659194213,-0.9594378177115688,-0.9276252120953512,-1.116510487224719,-1.1439352090976653,-1.047221434179537,-1.0343912850176182
26,0,-0.9672357165933972,-0.9841005908754067,-1.035577069571972,-0.909287071707259,-0.8025757967997265,-0.9658971440016378,-0.8153626023652644,-1.0123343538663105,-0.9182647433219656,-0.9509338682008198
27,0,-0.9283503803571016,-1.003208938780425,-1.0283932239930467,-0.9256833316732106,-1.0209132107398955,-0.9459630832027099,-0.8383614859009897,-1.1384635055516905,-0.7930179467171465,-0.8767908877576738
28,0,-0.6612980306144901,-0.8413647600129375,-0.9566976747807485,-0.8914595870822588,-0.651001197870183,-0.8142470677569248,-0.8326766118365619,-0.7096362971160104,-0.7984076411758279,-0.8643984286982852
29,0,-0.5431431344920835,-0.6370434648082934,-0.705428531049807,-0.7130820837099059,-0.8261755706657614,-0.7006720556878544,-0.636659058923413,-0.7317264433341139,-0.757362404189467,-0.8992566888361588
30,0,-0.5251460748859058,-0.6098068926281284,-0.5675465134771988,-0.4661351908150604,-0.6057634007885775,-0.46133548550940046,-0.5993021134374237,-0.6148961699760542,-0.39638840428725697,-0.5488995915177506
31,0,-0.33384620370010987,-0.411337808345925,-0.14852577677166678,-0.174051377347697,-0.31741732481999424,-0.43481961863954877,-0.5198477825391805,-0.2644154425027777,-0.39381051675350964,-0.12614419043032638
32,0,-0.2780298191234219,-0.25796851437237056,-0.43272800201251505,-0.31366357725600436,-0.1844506196413417,-0.18987073520898656,-0.10352648251667934,-0.35435880330099456,-0.18612481299179598,-0.45646224477760466
33,0,-0.19807964682239296,-0.08452056414987222,0.011272650481664648,-0.06264169111883718,-0.23580736330115595,-0.010106761180924713,0.0943098987373201,0.05354293563260886,0.01819295880301014,-0.09132792805867489
34,0,0.15446002942779485,0.12212663127672822,0.22629569802673355,0.10887463490275248,0.07869283997847004,0.18402042927522425,0.20069538778730658,-0.017190235951707433,0.1829583713738306,0.16651980863595228
